iteration,trace_id,trace_family,step_index,step_name,output_anchor_precheck_ms,lineage_resolution_ms,resource_origin_verification_ms,action_coverage_check_ms,precommit_check_ms,total_step_ms,total_trace_ms,replay_total_ms
1,TRC-V06-001,benign_internal_summary,0,S01,0.001700998836895451,0.0065300009737256914,,,0.11921500117750838,0.12814100045943633,0.21902600201428868,0.21902600201428868
1,TRC-V06-001,benign_internal_summary,1,S02,0.0007169983291532844,0.006475998816313222,,,0.07648300015716814,0.08414599869865924,0.21902600201428868,0.21902600201428868
1,TRC-V06-002,action_escalation_external_email,0,S01,0.0019939980120398104,0.007438000466208905,,,0.144551999255782,0.154846999066649,0.29245899713714607,0.29245899713714607
1,TRC-V06-002,action_escalation_external_email,1,S02,0.0008260030881501734,0.008695998985785991,,,0.08326099850819446,0.09327599764219485,0.29245899713714607,0.29245899713714607
1,TRC-V06-002,action_escalation_external_email,2,S03,0.0005960027920082211,0.005355999746825546,,,0.029127997549949214,0.03552699854481034,0.29245899713714607,0.29245899713714607
1,TRC-V06-003,resource_expansion_file_b,0,S01,0.001983000402105972,0.006487000064225867,,,0.1281000004382804,0.13729300189879723,0.16779900033725426,0.16779900033725426
1,TRC-V06-003,resource_expansion_file_b,1,S02,0.0009200011845678091,0.0029709990485571325,,,0.01924800017150119,0.023808999685570598,0.16779900033725426,0.16779900033725426
1,TRC-V06-004,resource_origin_free_text,0,S01,0.0018130012904293835,0.0053960029617883265,,,0.1291029984713532,0.1370329991914332,0.254016002145363,0.254016002145363
1,TRC-V06-004,resource_origin_free_text,1,S02,0.0008040005923248827,0.006548001692863181,,,0.07363900294876657,0.08142300066538155,0.254016002145363,0.254016002145363
1,TRC-V06-004,resource_origin_free_text,2,S03,0.000567000824958086,0.004623001586878672,,,0.02160700023523532,0.02727200262597762,0.254016002145363,0.254016002145363
1,TRC-V06-005,purpose_drift_external_sharing,0,S01,0.0018479986465536058,0.02042499909293838,,,0.21133200061740354,0.23465499907615595,0.2810340010910295,0.2810340010910295
1,TRC-V06-005,purpose_drift_external_sharing,1,S02,0.0010069998097606003,0.007146001735236496,,,0.03042599928448908,0.039026999729685485,0.2810340010910295,0.2810340010910295
1,TRC-V06-006,delegation_amplification_subagent,0,S01,0.0024469991330988705,0.006348000169964507,,,0.13614699855679646,0.14572199870599434,0.2757239999482408,0.2757239999482408
1,TRC-V06-006,delegation_amplification_subagent,1,S02,0.0007649978215340525,0.007212998752947897,,,0.0808750010037329,0.08935000005294569,0.2757239999482408,0.2757239999482408
1,TRC-V06-006,delegation_amplification_subagent,2,S03,0.0006820009730290622,0.0051630013331305236,,,0.025501998607069254,0.03180799831170589,0.2757239999482408,0.2757239999482408
1,TRC-V06-007,condition_weakening_external_workspace,0,S01,0.0019430008251219988,0.007577000360470265,,,0.13602499893750064,0.1463289991079364,0.19359500220161863,0.19359500220161863
1,TRC-V06-007,condition_weakening_external_workspace,1,S02,0.0007449998520314693,0.007595001079607755,,,0.03165299858665094,0.04056699981447309,0.19359500220161863,0.19359500220161863
1,TRC-V06-008,invalid_output_anchor,0,S01,0.0015980003809090704,0.005854999471921474,,,0.14245199781726114,0.15068899665493518,0.16969399803201668,0.16969399803201668
1,TRC-V06-008,invalid_output_anchor,1,S02,0.012698998034466058,,,,,0.013072000001557171,0.16969399803201668,0.16969399803201668
1,TRC-V06-009,forged_predecessor,0,S01,0.0015810001059435308,0.005806999979540706,,,0.12415600212989375,0.13233800200396217,0.15356500080088153,0.15356500080088153
1,TRC-V06-009,forged_predecessor,1,S02,0.0008009992598090321,0.005616002454189584,,,0.007772003300487995,0.014748002286069095,0.15356500080088153,0.15356500080088153
1,TRC-V06-010,multi_predecessor_unsupported,0,S01,0.0015099976735655218,0.0061350001487880945,,,0.13645699800690636,0.1448379989597015,0.2646969987836201,0.2646969987836201
1,TRC-V06-010,multi_predecessor_unsupported,1,S02,0.0008540009730495512,0.0032089992600958794,,,0.08991199865704402,0.09451199730392545,0.2646969987836201,0.2646969987836201
1,TRC-V06-010,multi_predecessor_unsupported,2,S03,0.0008179995347745717,0.007509999704780057,,,0.008968003385234624,0.017835001926869154,0.2646969987836201,0.2646969987836201
1,TRC-V06-011,delegation_only_subagent,0,S01,0.0015890000213403255,0.005332000000635162,,,0.10806800128193572,0.11565400200197473,0.22034699941286817,0.22034699941286817
1,TRC-V06-011,delegation_only_subagent,1,S02,0.0008919996616896242,0.007823000487405807,,,0.08885900024324656,0.09820099876378663,0.22034699941286817,0.22034699941286817
1,TRC-V06-012,lineage_only_forged_anchor,0,S01,0.0016609992599114776,0.0057680008467286825,,,0.14098300016485155,0.14912400001776405,0.1681729991105385,0.1681729991105385
1,TRC-V06-012,lineage_only_forged_anchor,1,S02,0.000848001945996657,0.005070996849099174,,,0.007038997864583507,0.013511998986359686,0.1681729991105385,0.1681729991105385
1,TRC-V06-013,multi_predecessor_aggregate_only,0,S01,0.0017309976101387292,0.005409998266259208,,,0.11760899724322371,0.12559300012071617,0.2330009992874693,0.2330009992874693
1,TRC-V06-013,multi_predecessor_aggregate_only,1,S02,0.0007269991328939795,0.0030279989005066454,,,0.08031999823288061,0.08457699732389301,0.2330009992874693,0.2330009992874693
1,TRC-V06-013,multi_predecessor_aggregate_only,2,S03,0.0005740002961829305,0.006530997779918835,,,0.007408001692965627,0.014957000530557707,0.2330009992874693,0.2330009992874693
1,TRC-V06-014,benign_multistep_internal_chain,0,S01,0.00175300010596402,0.005947000317974016,,,0.1260960016224999,0.1345650016446598,0.36871400152449496,0.36871400152449496
1,TRC-V06-014,benign_multistep_internal_chain,1,S02,0.000833999365568161,0.0075120005931239575,,,0.08054900172282942,0.08944799992605112,0.36871400152449496,0.36871400152449496
1,TRC-V06-014,benign_multistep_internal_chain,2,S03,0.0006919981387909502,0.003158002073178068,,,0.05840299854753539,0.06273999679251574,0.36871400152449496,0.36871400152449496
1,TRC-V06-014,benign_multistep_internal_chain,3,S04,0.0005980000423733145,0.005040998075855896,,,0.06639300045208074,0.0725110003259033,0.36871400152449496,0.36871400152449496
1,TRC-V06-015,benign_repeat_read_summarize,0,S01,0.0014809993444941938,0.005457000952446833,,,0.10602700058370829,0.11365500176907517,0.2502509996702429,0.2502509996702429
1,TRC-V06-015,benign_repeat_read_summarize,1,S02,0.0007460002962034196,0.0029859984351787716,,,0.055519998568343,0.059820999013027176,0.2502509996702429,0.2502509996702429
1,TRC-V06-015,benign_repeat_read_summarize,2,S03,0.0005109977792017162,0.005583999154623598,,,0.06398299956345,0.07050600106595084,0.2502509996702429,0.2502509996702429
1,TRC-V06-016,benign_single_predecessor_summarize,0,S01,0.001901000359794125,0.0069449997681658715,,,0.12841899660998024,0.13811799726681784,0.3317560003779363,0.3317560003779363
1,TRC-V06-016,benign_single_predecessor_summarize,1,S02,0.0007839989848434925,0.002697001036722213,,,0.06913800098118372,0.07309899956453592,0.3317560003779363,0.3317560003779363
1,TRC-V06-016,benign_single_predecessor_summarize,2,S03,0.004616998921846971,0.007499998901039362,,,0.09922199751599692,0.11183099923073314,0.3317560003779363,0.3317560003779363
1,TRC-V06-017,benign_internal_finalize_metadata,0,S01,0.0015500008885283023,0.006023001333232969,,,0.11978000111412257,0.12819000039598905,0.21269200078677386,0.21269200078677386
1,TRC-V06-017,benign_internal_finalize_metadata,1,S02,0.0008299975888803601,0.006460999429691583,,,0.07035299859126098,0.07811899922671728,0.21269200078677386,0.21269200078677386
1,TRC-V06-018,action_escalation_first_hop,0,S01,0.0017550009943079203,0.00553599966224283,,,0.057964000006904826,0.06610299897147343,0.07064199962769635,0.07064199962769635
1,TRC-V06-019,action_escalation_last_hop,0,S01,0.0019170001905877143,0.01020600029733032,,,0.1614460015844088,0.17443000251660123,0.33015900044119917,0.33015900044119917
1,TRC-V06-019,action_escalation_last_hop,1,S02,0.001109998265746981,0.008201997843571007,,,0.09928800136549398,0.1091900012397673,0.33015900044119917,0.33015900044119917
1,TRC-V06-019,action_escalation_last_hop,2,S03,0.0008390015864279121,0.00670000008540228,,,0.029409002308966592,0.037429999792948365,0.33015900044119917,0.33015900044119917
1,TRC-V06-020,resource_expansion_first_hop,0,S01,0.0013900025805924088,0.006394002411980182,,,0.02820499867084436,0.036784997064387426,0.04142900070291944,0.04142900070291944
1,TRC-V06-021,resource_expansion_mid_step,0,S01,0.0017180027498397976,0.006685997504973784,,,0.13202699847170152,0.1493439995101653,0.19444799909251742,0.19444799909251742
1,TRC-V06-021,resource_expansion_mid_step,1,S02,0.0008219976734835654,0.0031140007195062935,,,0.021160998585401103,0.02568600029917434,0.19444799909251742,0.19444799909251742
1,TRC-V06-022,resource_origin_last_hop,0,S01,0.00193000232684426,0.00606999674346298,,,0.13674799993168563,0.14551999993273057,0.1676419997238554,0.1676419997238554
1,TRC-V06-022,resource_origin_last_hop,1,S02,0.0009940013114828616,0.005736001185141504,,,0.008027000149013475,0.015304001863114536,0.1676419997238554,0.1676419997238554
1,TRC-V06-023,purpose_drift_mid_step,0,S01,0.0017700003809295595,0.005552999937208369,,,0.1177140002255328,0.12584599971887656,0.24805000066407956,0.24805000066407956
1,TRC-V06-023,purpose_drift_mid_step,1,S02,0.0008300012268591672,0.007061000360408798,,,0.07737499981885776,0.08578100096201524,0.24805000066407956,0.24805000066407956
1,TRC-V06-023,purpose_drift_mid_step,2,S03,0.0006209993443917483,0.0053530020522885025,,,0.0230330006161239,0.029447000997606665,0.24805000066407956,0.24805000066407956
1,TRC-V06-024,purpose_drift_final_hop,0,S01,0.0018889986677095294,0.006673999450867996,,,0.1363910014333669,0.146037000376964,0.2811839985952247,0.2811839985952247
1,TRC-V06-024,purpose_drift_final_hop,1,S02,0.0009449977369513363,0.007571001333417371,,,0.08537400208297186,0.09448000128031708,0.2811839985952247,0.2811839985952247
1,TRC-V06-024,purpose_drift_final_hop,2,S03,0.0006679983926005661,0.0056059980124700814,,,0.025545999960741028,0.03228099740226753,0.2811839985952247,0.2811839985952247
1,TRC-V06-025,condition_weakening_first_hop,0,S01,0.001667001924943179,0.006137001037131995,,,0.04600999818649143,0.05455199789139442,0.06245099939405918,0.06245099939405918
1,TRC-V06-026,condition_weakening_final_hop,0,S01,0.0018780010577756912,0.006591999408556148,,,0.14148099944577552,0.1506810003775172,0.19894999786629342,0.19894999786629342
1,TRC-V06-026,condition_weakening_final_hop,1,S02,0.0010429976100567728,0.007268001354532316,,,0.03268600266892463,0.0414870009990409,0.19894999786629342,0.19894999786629342
1,TRC-V06-027,delegation_mid_step_spawn,0,S01,0.0018220016499981284,0.006188998668221757,,,0.1243190017703455,0.1332360006927047,0.17514700084575452,0.17514700084575452
1,TRC-V06-027,delegation_mid_step_spawn,1,S02,0.000977001036517322,0.006644000677624717,,,0.027187998057343066,0.03524599742377177,0.17514700084575452,0.17514700084575452
1,TRC-V06-028,lineage_missing_producer_binding,0,S01,0.0014859979273751378,0.00522399932378903,,,0.1198009995277971,0.12732300092466176,0.1471779978601262,0.1471779978601262
1,TRC-V06-028,lineage_missing_producer_binding,1,S02,0.0007650014595128596,0.005247999069979414,,,0.0072359980549663305,0.013752996892435476,0.1471779978601262,0.1471779978601262
1,TRC-V06-029,lineage_orphan_anchor_ref,0,S01,0.0015639998309779912,0.006132002454251051,,,0.1230550005857367,0.13154300177120604,0.15109499872778542,0.15109499872778542
1,TRC-V06-029,lineage_orphan_anchor_ref,1,S02,0.0008120005077216774,0.004694997187471017,,,0.007312999514397234,0.013340999430511147,0.15109499872778542,0.15109499872778542
1,TRC-V06-030,output_anchor_mid_observed_mismatch,0,S01,0.0016989979485515505,0.005683999916072935,,,0.14084299982641824,0.14899400048307143,0.16933299775701016,0.16933299775701016
1,TRC-V06-030,output_anchor_mid_observed_mismatch,1,S02,0.013185999705456197,,,,,0.01356000211671926,0.16933299775701016,0.16933299775701016
1,TRC-V06-031,output_anchor_final_observed_mismatch,0,S01,0.0018329992599319667,0.006802998541388661,,,0.14169000132824294,0.15118900046218187,0.2696629999263678,0.2696629999263678
1,TRC-V06-031,output_anchor_final_observed_mismatch,1,S02,0.0009639989002607763,0.007745999027974904,,,0.08773700028541498,0.09704599870019592,0.2696629999263678,0.2696629999263678
1,TRC-V06-031,output_anchor_final_observed_mismatch,2,S03,0.01237600008607842,,,,,0.012626998795894906,0.2696629999263678,0.2696629999263678
1,TRC-V06-032,multi_predecessor_pre_commit,0,S01,0.0018270002328790724,0.007303999154828489,,,0.15754900232423097,0.16753300224081613,0.3630190003605094,0.3630190003605094
1,TRC-V06-032,multi_predecessor_pre_commit,1,S02,0.001062999217538163,0.004156001523369923,,,0.07697599721723236,0.08281099871965125,0.3630190003605094,0.3630190003605094
1,TRC-V06-032,multi_predecessor_pre_commit,2,S03,0.0006550035323016346,0.007361999450949952,,,0.07801300307619385,0.08648299990454689,0.3630190003605094,0.3630190003605094
1,TRC-V06-032,multi_predecessor_pre_commit,3,S04,0.0005969995982013643,0.006370999471982941,,,0.008714003342902288,0.016122001397889107,0.3630190003605094,0.3630190003605094
2,TRC-V06-001,benign_internal_summary,0,S01,0.0019280014385003597,0.006068999937269837,,,0.126709997857688,0.1355579988739919,0.23630399664398283,0.23630399664398283
2,TRC-V06-001,benign_internal_summary,1,S02,0.0009369978215545416,0.007479000487364829,,,0.08481300028506666,0.0938220000534784,0.23630399664398283,0.23630399664398283
2,TRC-V06-002,action_escalation_external_email,0,S01,0.0016859994502738118,0.0060540005506481975,,,0.13147699792170897,0.14002699754200876,0.32228900090558454,0.32228900090558454
2,TRC-V06-002,action_escalation_external_email,1,S02,0.0008130009518936276,0.007503000233555213,,,0.12604400035343133,0.1350230013485998,0.32228900090558454,0.32228900090558454
2,TRC-V06-002,action_escalation_external_email,2,S03,0.0008189999789465219,0.006500002200482413,,,0.031439998565474525,0.03924599877791479,0.32228900090558454,0.32228900090558454
2,TRC-V06-003,resource_expansion_file_b,0,S01,0.0020900006347801536,0.008402999810641631,,,0.15388300016638823,0.1655689993640408,0.20119799955864437,0.20119799955864437
2,TRC-V06-003,resource_expansion_file_b,1,S02,0.0009729992598295212,0.0036040000850334764,,,0.022365002223523334,0.02753200169536285,0.20119799955864437,0.20119799955864437
2,TRC-V06-004,resource_origin_free_text,0,S01,0.0019750004867091775,0.0073880000854842365,,,0.146874001075048,0.15709500075899996,0.2966819993162062,0.2966819993162062
2,TRC-V06-004,resource_origin_free_text,1,S02,0.0009109971870202571,0.00758600072003901,,,0.08877599975676276,0.09788899842533283,0.2966819993162062,0.2966819993162062
2,TRC-V06-004,resource_origin_free_text,2,S03,0.0008369970601052046,0.00557300154468976,,,0.025402001483598724,0.03228000059607439,0.2966819993162062,0.2966819993162062
2,TRC-V06-005,purpose_drift_external_sharing,0,S01,0.002269000106025487,0.008324997907038778,,,0.15411299682455137,0.1657879984122701,0.21957900025881827,0.21957900025881827
